text_widget,ResourceID,image,number,boolean,location,date,rich_text_widget
Salli Calcott,581,http://dummyimage.com/187x133.bmp/dddddd/000000,71,false,POINT (-122.2571992220878 37.16683668460408),10/27/2018,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
Elsie Beedell,582,http://dummyimage.com/222x100.bmp/dddddd/000000,92,true,POINT (-122.0597887659077 37.46870744811972),10/28/2018,Fusce consequat. Nulla nisl. Nunc nisl.
Julieta Sankey,583,http://dummyimage.com/184x106.jpg/5fa2dd/ffffff,40,true,POINT (-122.1016281231659 37.05560986698524),9/21/2018,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
Daloris Harnetty,584,http://dummyimage.com/134x147.bmp/dddddd/000000,32,true,POINT (-122.2988582226701 37.24100107021853),8/31/2018,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
Faustina Garrand,585,http://dummyimage.com/212x187.png/ff4444/ffffff,95,true,POINT (-122.1037354701077 37.3144633563462),12/30/2018,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Paige Koppke,586,http://dummyimage.com/105x218.bmp/ff4444/ffffff,45,true,POINT (-122.1200363208291 37.4887734861032),12/6/2018,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
Sephira Motte,587,http://dummyimage.com/177x212.bmp/dddddd/000000,93,false,POINT (-122.0926252059337 37.18370181558337),2/20/2019,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
Grenville Russen,588,http://dummyimage.com/121x223.bmp/5fa2dd/ffffff,54,true,POINT (-122.0225881071508 37.34825574427356),10/29/2018,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
Cole Coslitt,589,http://dummyimage.com/240x247.png/dddddd/000000,33,true,POINT (-122.2450093520709 37.04244176127216),5/31/2019,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
Eddy Robillard,590,http://dummyimage.com/109x186.png/5fa2dd/ffffff,46,true,POINT (-122.1173970648295 37.36521687077909),2/28/2019,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
Iona Brydson,591,http://dummyimage.com/153x123.jpg/dddddd/000000,24,true,POINT (-122.1657527966907 37.31529939657155),5/2/2019,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
Thedric Boyfield,592,http://dummyimage.com/131x200.jpg/ff4444/ffffff,3,false,POINT (-122.0568587902849 37.20926282287186),10/14/2018,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
Marita McMaster,593,http://dummyimage.com/198x137.jpg/cc0000/ffffff,66,true,POINT (-122.4715343356976 37.40311552207113),6/12/2019,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
Torrance Alwen,594,http://dummyimage.com/211x131.jpg/ff4444/ffffff,89,false,POINT (-122.2993604933068 37.12268984890542),12/11/2018,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Benni Dand,595,http://dummyimage.com/241x190.jpg/5fa2dd/ffffff,65,true,POINT (-122.35333036468 37.31595789262374),11/25/2018,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus."
Sapphira Ossipenko,596,http://dummyimage.com/164x148.bmp/ff4444/ffffff,97,true,POINT (-122.477671019381 37.45744235442324),4/25/2019,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi."
Jaquelin Whettleton,597,http://dummyimage.com/250x228.jpg/ff4444/ffffff,13,true,POINT (-122.3453629437045 37.45443253539373),4/14/2019,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Kirsteni Gowers,598,http://dummyimage.com/162x230.jpg/ff4444/ffffff,2,true,POINT (-122.3257626441614 37.10859546121461),8/16/2018,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
Irina Vuitte,599,http://dummyimage.com/168x102.png/ff4444/ffffff,59,true,POINT (-122.4816709863223 37.36879702229225),4/20/2019,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
Aryn Dobinson,600,http://dummyimage.com/152x213.png/5fa2dd/ffffff,59,false,POINT (-122.0729973626258 37.38069305778557),3/30/2019,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
Jermaine Ralston,601,http://dummyimage.com/194x186.png/dddddd/000000,86,true,POINT (-122.3527148504998 37.12187294033258),7/1/2019,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
Corbet Sandle,602,http://dummyimage.com/222x182.png/cc0000/ffffff,4,true,POINT (-122.0896132867951 37.4842233486213),9/28/2018,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
Maddalena Paris,603,http://dummyimage.com/210x188.png/cc0000/ffffff,68,true,POINT (-122.3366729469572 37.4835244404387),12/17/2018,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
Shaun Mewitt,604,http://dummyimage.com/143x159.bmp/5fa2dd/ffffff,5,false,POINT (-122.3615645172014 37.39281514076698),4/19/2019,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat."
Jerry Scutts,605,http://dummyimage.com/101x187.jpg/ff4444/ffffff,28,true,POINT (-122.4040276519665 37.1923106805662),7/11/2018,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Gabriello Regglar,606,http://dummyimage.com/194x120.jpg/ff4444/ffffff,89,false,POINT (-122.1174751158592 37.34033371945094),8/12/2018,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
Leigh Sodo,607,http://dummyimage.com/137x199.png/5fa2dd/ffffff,72,true,POINT (-122.1700014422407 37.07470110170481),1/12/2019,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
Tiphani Clericoates,608,http://dummyimage.com/155x165.jpg/cc0000/ffffff,2,false,POINT (-122.1564102639543 37.05409699034617),2/27/2019,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
Amerigo Catmull,609,http://dummyimage.com/107x169.bmp/ff4444/ffffff,40,true,POINT (-122.0219987586445 37.39125675409241),9/19/2018,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
Lena Voice,610,http://dummyimage.com/113x109.png/cc0000/ffffff,7,true,POINT (-122.112623658827 37.49942350731617),7/21/2018,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus."
Meier Abell,611,http://dummyimage.com/197x187.jpg/dddddd/000000,85,true,POINT (-122.451029155149 37.39571193186018),3/5/2019,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Hilarius Everley,612,http://dummyimage.com/238x148.bmp/ff4444/ffffff,62,true,POINT (-122.2932235045608 37.36032089259027),1/18/2019,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
Chantalle Jenkison,613,http://dummyimage.com/133x167.png/cc0000/ffffff,41,true,POINT (-122.2077883930013 37.47191841777873),4/6/2019,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
Francois Cowton,614,http://dummyimage.com/169x106.png/5fa2dd/ffffff,48,true,POINT (-122.0790768159792 37.29161527040155),1/9/2019,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
Emylee Lardeux,615,http://dummyimage.com/215x226.bmp/dddddd/000000,97,true,POINT (-122.3113904448563 37.44002793574585),10/27/2018,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
Ray Dust,616,http://dummyimage.com/160x217.png/dddddd/000000,26,false,POINT (-122.1704147764328 37.31923010421919),5/19/2019,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
Michell Causbey,617,http://dummyimage.com/177x197.bmp/dddddd/000000,56,true,POINT (-122.1007282835635 37.12795340911941),3/26/2019,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
Cherida Tampion,618,http://dummyimage.com/128x165.jpg/ff4444/ffffff,66,false,POINT (-122.3686653707162 37.24999666062727),10/12/2018,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
Federico Highnam,619,http://dummyimage.com/144x182.bmp/ff4444/ffffff,93,false,POINT (-122.3593686766 37.28372881170318),12/1/2018,Fusce consequat. Nulla nisl. Nunc nisl.
Dane Busch,620,http://dummyimage.com/229x209.bmp/ff4444/ffffff,58,false,POINT (-122.0079950333243 37.33375061101081),9/7/2018,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
Rubie Schoroder,621,http://dummyimage.com/176x111.bmp/5fa2dd/ffffff,96,true,POINT (-122.4988770629203 37.27573811242193),3/12/2019,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
Bobbee M'Chirrie,622,http://dummyimage.com/182x147.png/dddddd/000000,25,false,POINT (-122.3779605821994 37.29855232919071),5/15/2019,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
Valeria Phettiplace,623,http://dummyimage.com/160x231.png/dddddd/000000,39,false,POINT (-122.1925963825595 37.0179915723259),3/20/2019,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
Deloris Heisman,624,http://dummyimage.com/114x152.png/dddddd/000000,62,true,POINT (-122.0384843141792 37.2873719793123),3/2/2019,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Nanni Sieve,625,http://dummyimage.com/242x136.jpg/ff4444/ffffff,34,true,POINT (-122.0327192622955 37.28665206476031),7/12/2018,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
Blair Crosier,626,http://dummyimage.com/209x204.jpg/cc0000/ffffff,74,true,POINT (-122.181345255957 37.25182346544712),10/16/2018,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
Andrey Jessope,627,http://dummyimage.com/222x168.jpg/cc0000/ffffff,78,true,POINT (-122.0746690040333 37.02946431559454),2/27/2019,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
